original_path,local_path,sha256,classification,purpose,retention_reason,ignore_rule
experiments/inductor_v8_six_donor_temp_2026_06_01/IND_V8_T04_21L_SEQUENTIAL_EXTENDED_SUFFIX/IND_V8_T04_21L_SEQUENTIAL_EXTENDED_SUFFIX.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v8_six_donor_temp_2026_06_01/IND_V8_T04_21L_SEQUENTIAL_EXTENDED_SUFFIX/IND_V8_T04_21L_SEQUENTIAL_EXTENDED_SUFFIX.pdsprj.M_TAHABINZAEEM.tahab.workspace,f2fe63362e6ba0c87b08f9bb071564cc46da4eccc39f2c98b9138b7b4de6e6f7,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v8_six_donor_temp_2026_06_01/IND_V8_T05_6L_CAP_STYLE_OUTPUTS_FIRST/IND_V8_T05_6L_CAP_STYLE_OUTPUTS_FIRST.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v8_six_donor_temp_2026_06_01/IND_V8_T05_6L_CAP_STYLE_OUTPUTS_FIRST/IND_V8_T05_6L_CAP_STYLE_OUTPUTS_FIRST.pdsprj.M_TAHABINZAEEM.tahab.workspace,60f263087299b95f900f9d2132303f91b4a09774fc3074653a60b07751680ef7,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v8_six_donor_temp_2026_06_01/IND_V8_T06_6L_POWER_GROUND_CAP_BRIDGE_SEQUENTIAL/IND_V8_T06_6L_POWER_GROUND_CAP_BRIDGE_SEQUENTIAL.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v8_six_donor_temp_2026_06_01/IND_V8_T06_6L_POWER_GROUND_CAP_BRIDGE_SEQUENTIAL/IND_V8_T06_6L_POWER_GROUND_CAP_BRIDGE_SEQUENTIAL.pdsprj.M_TAHABINZAEEM.tahab.workspace,9248b1e75ddf80e10a63ccec269311dcad5c16b2fde54114dc4c2ac99109d3ee,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_01_SIMPLE_LOOP/IND_V9_01_SIMPLE_LOOP.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_01_SIMPLE_LOOP/IND_V9_01_SIMPLE_LOOP.pdsprj.M_TAHABINZAEEM.tahab.workspace,8b94b6f16a69167ae8ed94be45d71ef06bd357a735fa6f4de853de67fec71810,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_02_SERIES_CIRCUIT/IND_V9_02_SERIES_CIRCUIT.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_02_SERIES_CIRCUIT/IND_V9_02_SERIES_CIRCUIT.pdsprj.M_TAHABINZAEEM.tahab.workspace,f5c0880f9129aa0d9d1b770fbd8a39fae543f79909721d703cf70045a74e35f9,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_03_PARALLEL_CIRCUIT/IND_V9_03_PARALLEL_CIRCUIT.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_03_PARALLEL_CIRCUIT/IND_V9_03_PARALLEL_CIRCUIT.pdsprj.M_TAHABINZAEEM.tahab.workspace,5adceb267f7eb6b767f9b54a7cd56aae4aaae482ff3a6634d6ab72ff5838c545,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_04_SERIES_PARALLEL_COMBO/IND_V9_04_SERIES_PARALLEL_COMBO.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_04_SERIES_PARALLEL_COMBO/IND_V9_04_SERIES_PARALLEL_COMBO.pdsprj.M_TAHABINZAEEM.tahab.workspace,05b8406ca10a28971a56eca65428914abfaf66e70388a2a7c25b69a072b5686c,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_05_BASIC_VOLTAGE_DIVIDER/IND_V9_05_BASIC_VOLTAGE_DIVIDER.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_05_BASIC_VOLTAGE_DIVIDER/IND_V9_05_BASIC_VOLTAGE_DIVIDER.pdsprj.M_TAHABINZAEEM.tahab.workspace,8b34406487ce21bf7667abfd12318c11b55e0ea6f10dae0b5413924dba1eb4b7,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_06_MULTI_STEP_VOLTAGE_DIVIDER/IND_V9_06_MULTI_STEP_VOLTAGE_DIVIDER.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_06_MULTI_STEP_VOLTAGE_DIVIDER/IND_V9_06_MULTI_STEP_VOLTAGE_DIVIDER.pdsprj.M_TAHABINZAEEM.tahab.workspace,5925e315939e86e098207014c6da3ba83434e0b18df8f06578743216bfcea6ed,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_07_CURRENT_DIVIDER/IND_V9_07_CURRENT_DIVIDER.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_07_CURRENT_DIVIDER/IND_V9_07_CURRENT_DIVIDER.pdsprj.M_TAHABINZAEEM.tahab.workspace,97f5fa367cb8fef43a669531a87bf2e321dc1463d860027a7c55d36b626ed56b,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_08_DELTA_NETWORK/IND_V9_08_DELTA_NETWORK.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_08_DELTA_NETWORK/IND_V9_08_DELTA_NETWORK.pdsprj.M_TAHABINZAEEM.tahab.workspace,aedba16a863a8c066a643c3292bca14f6753a8f13c740eed406760a6d6b42f93,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_09_STAR_Y_NETWORK/IND_V9_09_STAR_Y_NETWORK.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_09_STAR_Y_NETWORK/IND_V9_09_STAR_Y_NETWORK.pdsprj.M_TAHABINZAEEM.tahab.workspace,a3ba71c7c903f69df33f40c799225778d1f1623c02f36341986b238203600a33,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_10_DELTA_TO_STAR_SETUP/IND_V9_10_DELTA_TO_STAR_SETUP.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_10_DELTA_TO_STAR_SETUP/IND_V9_10_DELTA_TO_STAR_SETUP.pdsprj.M_TAHABINZAEEM.tahab.workspace,c1085986471638b4547ddec3e5006c8393f664073222f9aeb9be129f3c139a5a,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_11_WHEATSTONE_BRIDGE/IND_V9_11_WHEATSTONE_BRIDGE.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_11_WHEATSTONE_BRIDGE/IND_V9_11_WHEATSTONE_BRIDGE.pdsprj.M_TAHABINZAEEM.tahab.workspace,f15462589f812d1dc4068b48a6bee8752a17f52aba1d9741c7d587baa1c5f258,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_12_BALANCED_WHEATSTONE_BRIDGE/IND_V9_12_BALANCED_WHEATSTONE_BRIDGE.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_12_BALANCED_WHEATSTONE_BRIDGE/IND_V9_12_BALANCED_WHEATSTONE_BRIDGE.pdsprj.M_TAHABINZAEEM.tahab.workspace,5dfc6e0dbe5e77ba0672c8a792fb52f0b93dccc2ed6ce1aa0cd7cf6aa5341eee,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_14_H_BRIDGE_RESISTOR_VERSION/IND_V9_14_H_BRIDGE_RESISTOR_VERSION.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_14_H_BRIDGE_RESISTOR_VERSION/IND_V9_14_H_BRIDGE_RESISTOR_VERSION.pdsprj.M_TAHABINZAEEM.tahab.workspace,9fc0b4d2409d93366a4f014578c8a61f75a0cf2779c14f29ca0b4c63bafb7ec8,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_15_R_2R_LADDER_NETWORK/IND_V9_15_R_2R_LADDER_NETWORK.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/inductor_v9_requested15_power_ground_temp_2026_06_01/IND_V9_15_R_2R_LADDER_NETWORK/IND_V9_15_R_2R_LADDER_NETWORK.pdsprj.M_TAHABINZAEEM.tahab.workspace,c209874d476d0b4018bf39862ca3a87ec4971abcdc8197695b27d8932aa4187c,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0043_7SEG-COM-CAT-BLUE_9x.pdsprj.Vincero.Empty.workspace,d9078f298274713dc5b01be0ed9de7b85bf8956243b83092ec098effd6407fe7,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0045_7SEG-COM-CAT-BLUE_20x.pdsprj.Vincero.Empty.workspace,b62ba9e3c9dc399274f3b5aa7214f9033f071d457519e1e288dece1b69feb36a,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0048_40EPS08_9x.pdsprj.Vincero.Empty.workspace,12001344ed0651099083dbba4469c7c51bdfae5fb84b06c64466f35372b6afd0,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0050_40EPS08_20x.pdsprj.Vincero.Empty.workspace,34fcd17aa663c0c2fbe6f94f4b651a1581aa7806446ea50174bc8353a17b6a7a,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0052_74HC00_3x.pdsprj.Vincero.Empty.workspace,b62ba9e3c9dc399274f3b5aa7214f9033f071d457519e1e288dece1b69feb36a,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0058_74HC02_9x.pdsprj.Vincero.Empty.workspace,27ed34d28d1c3f82740175907258e6af12c901af690a921b97aad77922212554,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0064_74HC04_15x.pdsprj.Vincero.Empty.workspace,27ed34d28d1c3f82740175907258e6af12c901af690a921b97aad77922212554,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0068_74HC08_9x.pdsprj.Vincero.Empty.workspace,4ce0ff5deb80dd42c0d39c4b3440c69517db1acac1a0fcd6ed5c9b06034b5a10,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0069_74HC08_15x.pdsprj.Vincero.Empty.workspace,27ed34d28d1c3f82740175907258e6af12c901af690a921b97aad77922212554,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0073_74HC32_9x.pdsprj.Vincero.Empty.workspace,27ed34d28d1c3f82740175907258e6af12c901af690a921b97aad77922212554,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0075_74HC32_20x.pdsprj.Vincero.Empty.workspace,27ed34d28d1c3f82740175907258e6af12c901af690a921b97aad77922212554,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0078_74HC74_9x.pdsprj.Vincero.Empty.workspace,58eaaf2e5e75f36499500b1fd26ea754fd97f7dacbc7f71f854f9b33a8ca9b0f,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0079_74HC74_15x.pdsprj.Vincero.Empty.workspace,27ed34d28d1c3f82740175907258e6af12c901af690a921b97aad77922212554,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0083_74HC76_9x.pdsprj.Vincero.Empty.workspace,34fcd17aa663c0c2fbe6f94f4b651a1581aa7806446ea50174bc8353a17b6a7a,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0085_74HC76_20x.pdsprj.Vincero.Empty.workspace,a3d02863b387b48b941f274915dee7a2fa1167b13cb0321de96970149c70b80e,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0088_74HC85_9x.pdsprj.Vincero.Empty.workspace,6bfeabc2a0cc6610cbfe23a5c563f1d8862415b6fe425389673a7cd2f89fa04a,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0090_74HC85_20x.pdsprj.Vincero.Empty.workspace,d9078f298274713dc5b01be0ed9de7b85bf8956243b83092ec098effd6407fe7,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0093_74HC86_9x.pdsprj.Vincero.Empty.workspace,a77a833320560b880be38c50c20187dda04027bd0e72ca3acaf177431471bc43,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0095_74HC86_20x.pdsprj.Vincero.Empty.workspace,08b4895babd58fd65a596533855957b04b33a1b78be8451b2897f36c6dfd2a2a,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0098_74HC151_9x.pdsprj.Vincero.Empty.workspace,0c8ce8875bef63934a19d9ad7c93e413f960ff7305cfd289d8a2a7355e6fda0c,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0100_74HC151_20x.pdsprj.Vincero.Empty.workspace,8147c8744f41a748440c6de2d0d3a293b26730f89a4fca7ee8bf4bc9f806846c,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0103_74HC157_9x.pdsprj.Vincero.Empty.workspace,27ed34d28d1c3f82740175907258e6af12c901af690a921b97aad77922212554,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0105_74HC157_20x.pdsprj.Vincero.Empty.workspace,d9078f298274713dc5b01be0ed9de7b85bf8956243b83092ec098effd6407fe7,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0108_74HC160_9x.pdsprj.Vincero.Empty.workspace,fb6087ca1b2cdd4c17353f6a913b6075e216eee812337426ca474ba24faa30b1,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0110_74HC160_20x.pdsprj.Vincero.Empty.workspace,69aaf19738620b35020d46096fac6216cc00784bd4cd3ef2c8dc76cbf7cc6c6e,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0113_74HC174_9x.pdsprj.Vincero.Empty.workspace,ac594cda51c5b756961e87d20313df72ac3b049eae1de6f39e1e40da3ff70909,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0115_74HC174_20x.pdsprj.Vincero.Empty.workspace,7d896a364c36560fcad527e63a0b2a9883ab6e7b8df0a9f796af6f3410549128,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0118_74HC192_9x.pdsprj.Vincero.Empty.workspace,27ed34d28d1c3f82740175907258e6af12c901af690a921b97aad77922212554,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0120_74HC192_20x.pdsprj.Vincero.Empty.workspace,a77a833320560b880be38c50c20187dda04027bd0e72ca3acaf177431471bc43,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/locked_mega_no_terminal_matrix_temp_2026_07_08/01_solo_scaling/C0123_74HC266_9x.pdsprj.Vincero.Empty.workspace,34fcd17aa663c0c2fbe6f94f4b651a1581aa7806446ea50174bc8353a17b6a7a,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
